id,Address,Response_Address,Response_X,Response_Y
0,花蓮縣花蓮市國民七街５３號十一樓之十五,,,
6,花蓮縣花蓮市民族路１號七樓之十二,,,
7,花蓮縣吉安鄉民治路２８２號三樓之二,,,
8,花蓮縣花蓮市德安六街１０５巷１號六樓之二,,,
10,花蓮縣花蓮市東興二街３５號五樓之一,,,
11,花蓮縣花蓮市中央路三段７３０號十一樓之十一,,,
12,花蓮縣花蓮市中興路５號八樓之五,,,
14,花蓮縣花蓮市富裕二街９５號六樓之一,,,
15,花蓮縣花蓮市富裕三街４２號五樓之二,,,
16,花蓮縣花蓮市介林五街３６號,,,
17,花蓮縣花蓮市豐村１５６之２號,,,
19,花蓮縣花蓮市華廈街３８號三樓之一,,,
20,花蓮縣花蓮市國民四街１號三樓之一,,,
21,花蓮縣花蓮市建興街１３７巷１號,,,
23,花蓮縣花蓮市東興二街１４９號十三樓之一,,,
24,花蓮縣花蓮市介仁街２４號,,,
25,花蓮縣花蓮市華興街１２６號,,,
26,花蓮縣吉安鄉東海十一街８９號,,,
27,花蓮縣吉安鄉華工六路６０巷２９號,,,
28,花蓮縣花蓮市國民七街５３號四樓之五,,,
29,花蓮縣花蓮市建昌路１７巷１號二樓之六,,,
30,花蓮縣花蓮市中央路三段７３０號七樓之九,,,
31,花蓮縣花蓮市中美路２９９之１２號七樓,,,
33,花蓮縣花蓮市國聯二路８３號七樓之七,,,
34,花蓮縣花蓮市國聯四路３６號六樓之四,,,
35,花蓮縣花蓮市府前路５０８號九樓之六,,,
36,花蓮縣花蓮市德安二街６０之１號三樓,,,
37,花蓮縣花蓮市中美路１１１之６號,,,
38,花蓮縣吉安鄉南昌北路４１號,,,
39,花蓮縣吉安鄉全民街１３５號二樓,,,
40,花蓮縣吉安鄉永興七街７號七樓之三,,,
41,花蓮縣花蓮市莊敬路１５８之１號六樓之五,,,
42,花蓮縣花蓮市東興一街８５號,,,
43,花蓮縣吉安鄉福興二街１９巷１號,,,
44,花蓮縣花蓮市自強路５０７巷２１號四樓,,,
46,花蓮縣花蓮市中美路８９巷２０號五樓之三,,,
47,花蓮縣花蓮市國興五街６３號四樓之三,,,
48,花蓮縣花蓮市建國路二段２６８巷１號,,,
49,花蓮縣吉安鄉太昌路４５６號,,,
50,花蓮縣吉安鄉福昌二街３９號,,,
51,花蓮縣吉安鄉全民街５２號五樓,,,
52,花蓮縣吉安鄉慶北一街１０６號,,,
53,花蓮縣花蓮市國富十五街１５號,,,
54,花蓮縣吉安鄉東海十街５８之１號三樓之二,,,
55,花蓮縣吉安鄉勝安二街３０巷９弄９號,,,
