id,Address,Response_Address,Response_X,Response_Y
RPROMLOKKHIGFAU56DA,花蓮縣花蓮市國民七街５１號九樓之十八,,,
RPQNMLSJKHIGFAU66DA,花蓮縣花蓮市國民十二街５３號五樓之二,,,
RPPNMLQKKHIGFAU09DA,花蓮縣花蓮市國聯五路３號五樓之九,,,
RPUNMLRKKHIGFAU07DA,花蓮縣花蓮市和平路３６２號四樓之一,,,
RPQOMLRKKHIGFAU76DA,花蓮縣吉安鄉北昌一街１５巷１１１之３號,,,
RPRNMLKLKHIGFAU78DA,花蓮縣吉安鄉吉祥七街５０號,,,
RPQNMLLLKHIGFAU78DA,花蓮縣花蓮市國聯二路２１之１５號,,,
RPRNMLSKKHIGFAU86DA,花蓮縣花蓮市富裕五街３６號三樓之五,,,
RPTNMLLLKHIGFAU09DA,花蓮縣花蓮市球崙二路６０號,,,
RPTOMLKLKHIGFAU09DA,花蓮縣花蓮市中央路三段７３０號六樓之二,,,
RPOOMLNLKHIGFAU88DA,花蓮縣花蓮市民德一街７１號二樓之二,,,
RPSNMLQKKHIGFAU76DA,花蓮縣花蓮市和平路３２０之１５號五樓,,,
RPWNMLLJLHIGFAU66DA,花蓮縣吉安鄉東海十一街２１巷８號,,,
RPTNMLLJLHIGFAU98DA,花蓮縣吉安鄉太昌路４６８巷９號,,,
RPOOMLLJLHIGFAU58DA,花蓮縣吉安鄉明義七街９９巷６１號,,,
RPUNMLSKKHIGFAU17DA,花蓮縣花蓮市國興一街９３號,,,
RPXOMLRJKHIGFAU37DA,花蓮縣花蓮市延平街１８９號五樓,,,
RPQNMLMJLHIGFAU78DA,花蓮縣吉安鄉東海三街８號四樓,,,
RPPNMLLJLHIGFAU58DA,花蓮縣吉安鄉昌隆三街７４號六樓之二,,,
RPPOMLMJLHIGFAU78DA,花蓮縣花蓮市富安路１４７號三樓之十一,,,
RPVOMLNJLHIGFAU86DA,花蓮縣花蓮市球崙二路２２１號,,,
RPSNMLMJLHIGFAU98DA,花蓮縣花蓮市公正街３７號五樓之八,,,
RPXOMLMJLHIGFAU96DA,花蓮縣花蓮市國民七街５１號五樓之二十,,,
